Ctrl_Mock_R1_Cell	Ctrl_Mock_R2_Cell	Ctrl_48hpi_R1_Cell	Brf1_Mock_R1_Cell	Brf1_Mock_R2_Cell	Brf1_48hpi_R1_Cell	Brf1_48hpi_R2_Cell	Ctrl_48hpi_R2_Cell	gene_id
PB.3.582	0	0	1	0	0	1	0	0	gene-MuHV4gp43_gene-GAMMAHV.ORF66
PB.3.583	0	0	0	0	0	0	3	1	gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF67
PB.3.584	0	0	1	0	0	3	1	0	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46_gene-MuHV4gp64
PB.3.585	0	0	1	0	0	2	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.586	0	0	0	0	0	2	0	0	gene-MuHV4gp43_gene-GAMMAHV.ORF66
PB.3.587	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.588	0	0	3	0	0	0	2	0	gene-MuHV4gp43_gene-GAMMAHV.ORF66
PB.3.589	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.59	0	0	0	0	0	0	0	3	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.590	0	0	2	0	0	0	2	1	gene-GAMMAHV.ORF46
PB.3.591	0	0	1	0	0	3	0	0	gene-MuHV4gp57_gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF59
PB.3.592	0	0	2	0	0	0	0	0	gene-MuHV4gp43_gene-GAMMAHV.ORF67
PB.3.593	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF55_gene-GAMMAHV.ORF46
PB.3.594	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.595	0	0	7	0	0	9	6	3	gene-MuHV4gp43_gene-GAMMAHV.ORF67
PB.3.596	0	0	2	0	0	1	1	0	gene-MuHV4gp43_gene-GAMMAHV.ORF67
PB.3.597	0	0	0	0	0	0	3	0	gene-MuHV4gp43
PB.3.598	0	0	5	0	0	1	3	0	gene-MuHV4gp43_gene-GAMMAHV.ORF67
PB.3.599	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.6	0	0	0	0	0	1	0	1	gene-GAMMAHV.M2_gene-MuHV4gp50
PB.3.60	0	0	8	0	0	6	6	2	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.600	0	0	0	0	0	1	3	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.601	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.602	0	0	2	0	0	1	1	1	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.603	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.604	0	0	2	0	0	2	1	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.605	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF59
PB.3.606	0	0	0	0	0	0	2	1	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.607	0	0	0	0	0	0	1	1	gene-MuHV4gp43_gene-GAMMAHV.ORF47
PB.3.608	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.609	0	0	2	0	0	1	3	4	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF53_gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF46_gene-MuHV4gp50
PB.3.61	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.610	0	0	12	0	0	4	3	3	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF53_gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF46_gene-MuHV4gp50
PB.3.611	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF46
PB.3.612	0	0	1	0	0	1	0	0	gene-MuHV4gp43_gene-GAMMAHV.ORF66
PB.3.613	0	0	4	0	0	10	5	1	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF59_gene-MuHV4gp57
PB.3.614	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.615	0	0	3	0	0	1	1	2	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.616	0	0	4	0	0	1	0	1	gene-MuHV4gp43_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF66
PB.3.617	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF67_gene-GAMMAHV.ORF46
PB.3.618	0	0	2	0	0	0	0	1	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.619	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.62	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.620	0	0	1	0	0	0	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.621	0	0	0	0	0	0	4	0	gene-MuHV4gp43_gene-GAMMAHV.ORF67
PB.3.622	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.623	0	0	2	0	0	8	5	0	gene-MuHV4gp43_gene-GAMMAHV.ORF67
PB.3.624	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.625	0	0	1	0	0	0	1	0	gene-MuHV4gp43_gene-GAMMAHV.ORF59
PB.3.626	0	0	1	0	0	2	0	1	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.627	0	0	1	0	0	0	4	0	gene-MuHV4gp50_gene-GAMMAHV.ORF46
PB.3.628	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.629	0	0	0	0	0	0	3	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF67
PB.3.63	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.630	0	0	4	0	0	7	12	1	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.631	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.632	0	0	0	0	0	5	3	1	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF59_gene-MuHV4gp57
PB.3.633	0	0	0	0	0	0	0	2	gene-MuHV4gp60_gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF62
PB.3.634	0	0	1	0	0	0	5	0	gene-GAMMAHV.ORF49_gene-MuHV4gp50_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.635	0	0	2610	0	0	2902	3002	1287	gene-GAMMAHV.ORF48
PB.3.636	0	0	0	0	0	2	0	1	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.637	0	0	0	0	0	0	1	1	gene-MuHV4gp57_gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF59
PB.3.638	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF46
PB.3.639	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.64	0	0	2	0	0	2	1	2	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.640	0	0	1	0	0	0	1	0	gene-MuHV4gp43_gene-GAMMAHV.ORF66
PB.3.641	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF67
PB.3.642	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF55_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.643	0	0	0	0	0	1	1	0	gene-MuHV4gp43_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
PB.3.644	0	0	0	0	0	0	0	2	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.645	0	0	0	0	0	1	0	1	gene-MuHV4gp43_gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.646	0	0	6	0	0	1	5	0	gene-MuHV4gp43_gene-GAMMAHV.ORF67
PB.3.647	0	0	1	0	0	0	1	0	gene-MuHV4gp43_gene-GAMMAHV.ORF67
PB.3.648	0	0	1	0	0	1	0	0	gene-MuHV4gp50_gene-GAMMAHV.ORF46
PB.3.649	0	0	1	0	0	1	2	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.65	0	0	37	0	0	41	60	30	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.650	0	0	2	0	0	0	0	0	gene-MuHV4gp43_gene-GAMMAHV.ORF67
PB.3.651	0	0	6	0	0	3	8	0	gene-MuHV4gp43
PB.3.652	0	0	22	0	0	15	10	4	gene-GAMMAHV.ORF48
PB.3.653	0	0	15	0	0	9	23	8	gene-GAMMAHV.ORF48
PB.3.654	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.655	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF48
PB.3.656	0	0	1417	0	0	1584	1796	629	gene-GAMMAHV.ORF48
PB.3.657	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48
PB.3.658	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF67
PB.3.659	0	0	4	0	0	5	3	2	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF48
PB.3.66	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.660	0	0	25	0	0	24	24	15	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48
PB.3.661	0	0	0	0	0	1	3	0	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF59_gene-MuHV4gp57
PB.3.662	0	0	9	0	0	6	10	5	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF55_gene-GAMMAHV.ORF48
PB.3.663	0	0	0	0	0	2	3	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48
PB.3.664	0	0	2	0	0	0	1	1	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-MuHV4gp50_gene-GAMMAHV.ORF48
PB.3.665	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48
PB.3.666	0	0	1	0	0	0	3	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48
PB.3.667	0	0	2	0	0	1	0	1	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48
PB.3.668	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48
PB.3.669	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF59
PB.3.67	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.670	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48
PB.3.671	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48
PB.3.672	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-MuHV4gp50_gene-GAMMAHV.ORF48
PB.3.673	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF66
PB.3.674	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF67
PB.3.675	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF67
PB.3.676	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-MuHV4gp50_gene-GAMMAHV.ORF48
PB.3.677	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48
PB.3.678	0	0	0	0	0	0	0	2	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF48
PB.3.679	0	0	1	0	0	2	0	0	gene-GAMMAHV.ORF48
PB.3.68	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.680	0	0	0	0	0	0	3	0	gene-GAMMAHV.ORF49
PB.3.681	0	0	0	0	0	1	0	2	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF66
PB.3.682	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF49
PB.3.683	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF67
PB.3.684	0	0	0	0	0	2	1	0	novelGene_gene-GAMMAHV.ORF50_AS
PB.3.685	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.686	0	0	2914	0	0	3283	2794	1968	gene-GAMMAHV.ORF59
PB.3.687	0	0	1	0	0	1	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55_gene-GAMMAHV.ORF67
PB.3.688	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF55_gene-MuHV4gp50
PB.3.689	0	0	1	0	0	1	0	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.69	0	0	0	0	0	2	0	2	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.690	0	0	0	0	0	2	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55_gene-GAMMAHV.ORF67
PB.3.691	0	0	0	0	0	4	0	1	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.692	0	0	0	0	0	1	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.693	0	0	0	0	0	0	3	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.694	0	0	0	0	0	1	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.695	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF66_gene-MuHV4gp50
PB.3.696	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66_gene-MuHV4gp50
PB.3.697	0	0	2	0	0	1	2	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.698	0	0	6	0	0	1	2	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.699	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF55_gene-MuHV4gp50_gene-GAMMAHV.ORF53_gene-GAMMAHV.ORF67
PB.3.7	0	0	1	0	0	0	1	0	gene-GAMMAHV.M2_gene-GAMMAHV.ORF66
PB.3.70	0	0	0	0	0	4	1	1	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.700	0	0	2	0	0	1	3	2	gene-MuHV4gp50_gene-GAMMAHV.ORF67
PB.3.701	0	0	2	0	0	0	0	0	gene-MuHV4gp50_gene-GAMMAHV.ORF67
PB.3.702	0	0	3	0	0	0	3	0	gene-GAMMAHV.ORF55_gene-MuHV4gp50_gene-GAMMAHV.ORF53
PB.3.703	0	0	2	0	0	1	0	0	gene-MuHV4gp50_gene-GAMMAHV.ORF67
PB.3.704	0	0	0	0	0	1	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.705	0	0	0	0	0	0	3	0	gene-MuHV4gp50_gene-GAMMAHV.ORF53
PB.3.706	0	0	0	0	0	2	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF53
PB.3.707	0	0	1	0	0	0	3	2	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.708	0	0	2	0	0	0	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF53
PB.3.709	0	0	0	0	0	0	1	1	gene-MuHV4gp50
PB.3.71	0	0	0	0	0	5	2	1	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.710	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF55_gene-MuHV4gp50
PB.3.711	0	0	1	0	0	0	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.712	0	0	2	0	0	0	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF67
PB.3.713	0	0	0	0	0	2	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.714	0	0	0	0	0	0	4	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.715	0	0	1	0	0	2	1	0	gene-GAMMAHV.ORF55_gene-MuHV4gp50_gene-GAMMAHV.ORF53
PB.3.716	0	0	1	0	0	2	0	0	gene-MuHV4gp50_gene-GAMMAHV.ORF53_gene-GAMMAHV.ORF67
PB.3.717	0	0	5	0	0	2	2	2	gene-MuHV4gp50_gene-GAMMAHV.ORF67
PB.3.718	0	0	0	0	0	1	2	2	gene-GAMMAHV.ORF55_gene-MuHV4gp50_gene-GAMMAHV.ORF53
PB.3.719	0	0	1	0	0	0	1	1	gene-MuHV4gp50_gene-GAMMAHV.ORF53
PB.3.72	0	0	3	0	0	1	1	2	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.720	0	0	2	0	0	1	3	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.721	0	0	0	0	0	2	1	0	gene-MuHV4gp50
PB.3.722	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF55_gene-MuHV4gp50
PB.3.723	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66_gene-MuHV4gp50
PB.3.724	0	0	0	0	0	3	1	0	gene-MuHV4gp50_gene-GAMMAHV.ORF55
PB.3.725	0	0	1	0	0	1	1	5	gene-MuHV4gp50
PB.3.726	0	0	4	0	0	1	0	1	gene-MuHV4gp50
PB.3.727	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66_gene-MuHV4gp50
PB.3.728	0	0	18	0	0	10	13	4	gene-GAMMAHV.ORF55
PB.3.729	0	0	1	0	0	0	1	0	gene-MuHV4gp50
PB.3.73	0	0	0	0	0	3	0	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.730	0	0	109	0	0	83	73	49	gene-MuHV4gp57
PB.3.731	0	0	3	0	0	1	0	1	gene-GAMMAHV.ORF55_gene-GAMMAHV.ORF67
PB.3.732	0	0	2	0	0	1	0	1	gene-GAMMAHV.ORF55_gene-GAMMAHV.ORF67
PB.3.733	0	0	6	0	0	11	12	6	gene-GAMMAHV.ORF55
PB.3.734	0	0	1	0	0	1	2	2	gene-GAMMAHV.ORF55
PB.3.735	0	0	1	0	0	1	2	0	gene-GAMMAHV.ORF55
PB.3.736	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF55
PB.3.737	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF55
PB.3.738	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF55
PB.3.739	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF55
PB.3.74	0	0	7	0	0	6	1	1	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.740	0	0	0	0	0	1	3	0	gene-GAMMAHV.ORF55
PB.3.741	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF55_gene-GAMMAHV.ORF67
PB.3.742	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF55_gene-GAMMAHV.ORF67
PB.3.743	0	0	0	0	0	0	4	0	gene-GAMMAHV.ORF55
PB.3.744	0	0	2	0	0	2	0	1	gene-GAMMAHV.ORF55
PB.3.745	0	0	4	0	0	0	1	0	gene-GAMMAHV.ORF55
PB.3.746	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF67
PB.3.747	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF55_gene-GAMMAHV.ORF67
PB.3.748	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF55
PB.3.749	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF55
PB.3.75	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.750	0	0	0	0	0	0	0	2	gene-MuHV4gp57
PB.3.751	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF59
PB.3.752	0	0	2442	0	0	2780	3074	1447	gene-MuHV4gp60
PB.3.753	0	0	2	0	0	0	0	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.754	0	0	0	0	0	2	0	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.755	0	0	0	0	0	1	1	1	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.756	0	0	0	0	0	1	0	1	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF62
PB.3.757	0	0	0	0	0	1	1	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.758	0	0	1	0	0	0	1	0	gene-MuHV4gp57_gene-GAMMAHV.ORF66
PB.3.759	0	0	4	0	0	7	6	6	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF62
PB.3.76	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.760	0	0	0	0	0	0	1	1	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF62
PB.3.761	0	0	0	0	0	2	0	1	gene-MuHV4gp60_gene-GAMMAHV.ORF67_gene-GAMMAHV.ORF59_gene-MuHV4gp57_gene-GAMMAHV.ORF60
PB.3.762	0	0	2	0	0	0	0	0	gene-MuHV4gp60_gene-GAMMAHV.ORF67_gene-GAMMAHV.ORF59_gene-MuHV4gp57_gene-GAMMAHV.ORF60
PB.3.763	0	0	1	0	0	1	0	1	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59
PB.3.764	0	0	0	0	0	0	1	1	gene-MuHV4gp57_gene-GAMMAHV.ORF66
PB.3.765	0	0	1	0	0	0	0	1	gene-MuHV4gp57_gene-GAMMAHV.ORF67
PB.3.766	0	0	1	0	0	0	1	0	gene-MuHV4gp57_gene-GAMMAHV.ORF67
PB.3.767	0	0	0	0	0	3	0	0	gene-MuHV4gp57_gene-GAMMAHV.ORF67
PB.3.768	0	0	3	0	0	0	1	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.769	0	0	0	0	0	0	1	1	gene-MuHV4gp57_gene-GAMMAHV.ORF67
PB.3.77	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.770	0	0	0	0	0	1	2	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.771	0	0	1	0	0	3	2	2	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.772	0	0	1	0	0	2	5	1	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.773	0	0	0	0	0	3	0	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.774	0	0	0	0	0	1	1	0	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF62
PB.3.775	0	0	1	0	0	3	0	0	gene-MuHV4gp57_gene-GAMMAHV.ORF67_gene-GAMMAHV.ORF59
PB.3.776	0	0	3	0	0	1	0	1	gene-MuHV4gp57_gene-GAMMAHV.ORF66
PB.3.777	0	0	0	0	0	1	0	1	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
PB.3.778	0	0	2	0	0	0	0	0	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
PB.3.779	0	0	0	0	0	1	0	2	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
PB.3.78	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.780	0	0	0	0	0	1	2	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
PB.3.781	0	0	2	0	0	0	0	0	gene-MuHV4gp57_gene-GAMMAHV.ORF66
PB.3.782	0	0	0	0	0	1	2	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF75b
PB.3.783	0	0	1	0	0	1	0	1	gene-MuHV4gp57_gene-GAMMAHV.ORF62
PB.3.784	0	0	1	0	0	1	0	0	gene-MuHV4gp57_gene-GAMMAHV.ORF67
PB.3.785	0	0	0	0	0	0	1	1	gene-MuHV4gp57_gene-GAMMAHV.ORF67
PB.3.786	0	0	1	0	0	0	5	1	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.787	0	0	2	0	0	3	0	2	gene-MuHV4gp57_gene-GAMMAHV.ORF67
PB.3.788	0	0	0	0	0	2	1	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.789	0	0	0	0	0	1	2	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.79	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.790	0	0	0	0	0	1	0	1	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.791	0	0	2	0	0	0	0	0	gene-MuHV4gp57_gene-GAMMAHV.ORF62
PB.3.792	0	0	0	0	0	1	1	0	gene-MuHV4gp57_gene-GAMMAHV.ORF67
PB.3.793	0	0	6	0	0	9	2	1	gene-GAMMAHV.ORF59
PB.3.794	0	0	13614	0	0	14685	16085	6671	gene-MuHV4gp60
PB.3.795	0	0	0	0	0	4	7	2	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF62
PB.3.796	0	0	3	0	0	4	3	3	gene-MuHV4gp57_gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF59
PB.3.797	0	0	0	0	0	0	1	1	gene-MuHV4gp57_gene-GAMMAHV.ORF67_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
PB.3.798	0	0	7	0	0	7	12	7	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59
PB.3.799	0	0	1	0	0	1	1	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
